시기,날짜,기사제목,url,감정,수치
체감반응,2025-08-12,"‘全 현장 셧다운’ 포스코이앤씨, ‘광주시 2100억 분쟁’ 중재도 일시 중단",https://n.news.naver.com/article/366/0001099824,중립,0.9999587535858154
체감반응,2025-08-12,"현대건설, 압구정 2구역 첫 관문 통과…압구정 재건축 주도권 노린다",https://n.news.naver.com/article/421/0008424661,중립,0.999852180480957
체감반응,2025-08-12,"삼표그룹, 은평구 자립준비청년 주거환경 개선 후원",https://n.news.naver.com/article/009/0005540345,행복,0.9468550086021423
체감반응,2025-08-12,성북구-LH '정비사업 신속 추진' 업무협약,https://n.news.naver.com/article/001/0015562360,중립,0.999948263168335
체감반응,2025-08-12,"강주엽 행복청장, 중대재해 의무이행사항 점검…""사고예방에 총력""",https://n.news.naver.com/article/008/0005234979,중립,0.9999579191207886
체감반응,2025-08-12,환율 1300원대 넘으면 주택 가격·물량 다 줄어든다,https://n.news.naver.com/article/088/0000964142,중립,0.999969482421875
체감반응,2025-08-12,"오타니, 부동산 개발 관련 피소…""부당하게 중개인 배제""",https://n.news.naver.com/article/001/0015562349,중립,0.9999423027038574
체감반응,2025-08-12,"“전세집 못찾아, 그냥 살려구요”…전세매물 급감에 계약갱신청구·보증보험 주의점 ‘주목’",https://n.news.naver.com/article/009/0005540325,중립,0.9999638795852661
체감반응,2025-08-12,"현대엔지니어링, 505톤 거대 설비 80m 들어올려 설치",https://n.news.naver.com/article/648/0000038778,중립,0.9999710321426392
체감반응,2025-08-12,"현대엔지니어링, '샤힌 프로젝트 패키지-2' 리액터 3기 설치 완료",https://n.news.naver.com/article/119/0002990298,중립,0.9999675750732422
체감반응,2025-08-12,“5년뒤 서울 노후 공공임대주택 급증…주거환경 개선해야”,https://n.news.naver.com/article/009/0005540319,중립,0.9999393224716187
체감반응,2025-08-12,강원 아파트 분양시장 전망 '부정적'…전망지수 24p 하락,https://n.news.naver.com/article/654/0000136399,중립,0.9999023675918579
체감반응,2025-08-12,"""국공유지 입체적 활용, 민간 참여 유도할 제도개선 필요""",https://n.news.naver.com/article/001/0015562305,중립,0.9999738931655884
체감반응,2025-08-12,“세입자도 못 구하고 대출도 안돼” 인천·파주·의정부 입주 앞둔 신축 ‘마피’ 속출[부동산 360],https://n.news.naver.com/article/016/0002513451,슬픔,0.9984608888626099
체감반응,2025-08-12,"'목걸이 선물' 인정한 서희건설, 지주택 사업 어떻게 되나",https://n.news.naver.com/article/003/0013417956,중립,0.8864827156066895
체감반응,2025-08-12,"6년째 '중대재해 제로' 반도건설, '안전릴레이 캠페인' 진행",https://n.news.naver.com/article/119/0002990289,행복,0.9995265007019043
체감반응,2025-08-12,"국토안전관리원, 경남 결식아동 60명에 방학 밀키트 지원",https://n.news.naver.com/article/277/0005636285,중립,0.9976198077201843
체감반응,2025-08-12,쿠팡 본사 들어온다…구의역 '이스트폴' 서울 동부 새 랜드마크로,https://n.news.naver.com/article/008/0005234954,중립,0.9998898506164551
체감반응,2025-08-12,"코레일, 하반기 1200명 신규 채용…공공기관 최대 규모",https://n.news.naver.com/article/008/0005234951,슬픔,0.43976688385009766
체감반응,2025-08-12,"행복청, 중대재해 '제로화' 목표로 의무이행 점검회의 개최",https://n.news.naver.com/article/421/0008424478,중립,0.9992538094520569
체감반응,2025-08-12,"정원주 대우건설 회장 “하노이 트엉깟 신도시 사업, 韓기업 투자 마중물될 것”",https://n.news.naver.com/article/016/0002513432,중립,0.9999589920043945
체감반응,2025-08-12,'74만원' 원룸 월세 하락했다고 좋아했는데…대학생들 '부글',https://n.news.naver.com/article/015/0005169827,슬픔,0.999909520149231
체감반응,2025-08-12,"대전도시공사,'갑천2 트리풀시티 엘리프' 계약 취소분 청약",https://n.news.naver.com/article/656/0000143665,중립,0.9999346733093262
체감반응,2025-08-12,"“시장 불황 땐 이곳만한 곳 없지”…전세사기 걱정 없이 최장 10년 거주, 이 주택",https://n.news.naver.com/article/009/0005540266,중립,0.9998507499694824
체감반응,2025-08-12,"민간 건축물, 12월부터 친환경 제로에너지 의무 실시",https://n.news.naver.com/article/417/0001095003,중립,0.9998960494995117
체감반응,2025-08-12,올 2분기 전국 부동산 거래금액 100조원대 회복,https://n.news.naver.com/article/029/0002974941,중립,0.8632212281227112
체감반응,2025-08-12,"대명건설 ‘에르노빌 강릉’, 동해안 대표관광지 소액투자 관심",https://n.news.naver.com/article/016/0002513426,중립,0.9999707937240601
체감반응,2025-08-12,LH 공공분양 청약 당첨선 보니…“월 25만원씩 10년은 부어야”,https://n.news.naver.com/article/029/0002974938,슬픔,0.993941068649292
체감반응,2025-08-12,아파트부터 오피스·쇼핑몰·구청까지 한 곳에…이스트폴 가보니,https://n.news.naver.com/article/018/0006088149,중립,0.9999712705612183
체감반응,2025-08-12,"코레일, 하반기 1200명 채용…공공기관 최대 규모",https://n.news.naver.com/article/277/0005636259,슬픔,0.700525164604187
체감반응,2025-08-12,‘아산탕정 동일하이빌 파크레인’ 이달 공급,https://n.news.naver.com/article/009/0005540258,중립,0.9999715089797974
체감반응,2025-08-12,사업시행인가 반려취소 행정심판 패소…북아현3 재개발 '다시 원점',https://n.news.naver.com/article/018/0006088138,중립,0.9999638795852661
체감반응,2025-08-12,"코레일, 하반기 1200명 신규 채용.. ""공공기관 최대 규모""",https://n.news.naver.com/article/014/0005390577,놀람,0.9809393882751465
체감반응,2025-08-12,"현대엔지니어링, 샤힌 프로젝트 최대 중량물 리액터 설치 성공",https://n.news.naver.com/article/022/0004059385,중립,0.9999483823776245
체감반응,2025-08-12,부산 최고가 아파트 청약이 7대 1…써밋 리미티트 남천에 무슨 일?[집슐랭],https://n.news.naver.com/article/011/0004520144,놀람,0.9996411800384521
체감반응,2025-08-12,[단독] ‘증산4구역’ 삼성·DL 맞손…도심복합사업 대기업 참여 ‘봇물’,https://n.news.naver.com/article/119/0002990234,놀람,0.999085545539856
체감반응,2025-08-12,"중소형 빌딩 투자, 지금이 기회일까? 함정일까? [한경부동산밸류업센터]",https://n.news.naver.com/article/015/0005169786,공포,0.9998787641525269
체감반응,2025-08-12,"KCC건설, 충남대와 공공미술 설치 협약 체결",https://n.news.naver.com/article/011/0004520123,중립,0.9999574422836304
체감반응,2025-08-12,"코레일, 하반기 1200명 신규채용…'공공기관 최대 규모'",https://n.news.naver.com/article/421/0008424191,놀람,0.9967122077941895
체감반응,2025-08-12,‘부촌’ 필수 조건 떠오른 대형공원… 지역 랜드마크로 ‘우뚝’,https://n.news.naver.com/article/018/0006088097,놀람,0.9729008674621582
체감반응,2025-08-12,생애 최초 43대 1 경쟁률... ‘써밋 리미티드 남천’ 특공 흥행,https://n.news.naver.com/article/009/0005540218,중립,0.8778576850891113
체감반응,2025-08-12,"현대엔지니어링, 샤힌 프로젝트에 550톤 리액터 3기 설치",https://n.news.naver.com/article/018/0006088092,중립,0.9999715089797974
체감반응,2025-08-12,"서울 대학가 원룸 월세 평균 58만원…이대 71만원, 가장 비싸",https://n.news.naver.com/article/020/0003653777,슬픔,0.9901160597801208
체감반응,2025-08-13,신규 아파트 10채 중 4채만 입주… 강원 입주시장 경고등,https://n.news.naver.com/mnews/article/087/0001135764,공포,0.9999574422836304
체감반응,2025-08-13,"코레일 ""의정부~대곡역 내일도 중단…경의·경원·일산선은 재개""",https://n.news.naver.com/mnews/article/277/0005637041,중립,0.999970555305481
체감반응,2025-08-13,공적주택 ‘110만호’ 공급…2030년 공공임대 비율 10%로,https://n.news.naver.com/mnews/article/032/0003389405,중립,0.9999655485153198
체감반응,2025-08-13,"“주차 스티커 붙이면 흉기로 찌를 것”…협박 메모 쓴 20대 남성, 이유 물으니",https://n.news.naver.com/mnews/article/009/0005541263,공포,0.9974374771118164
체감반응,2025-08-13,"건설주 시련의 계절…산재 엎친데, 김건희 리스크 덮쳤다",https://n.news.naver.com/mnews/article/658/0000116750,슬픔,0.9980992674827576
체감반응,2025-08-13,"대한건설협회, 중대재해 근절을 위한 특별교육 실시",https://n.news.naver.com/mnews/article/031/0000957115,중립,0.9997677206993103
체감반응,2025-08-13,현금 56억 ‘척’ 시그니엘 매수 벨기에인…‘역차별 논란’에 정부 뒤늦게 제동,https://n.news.naver.com/mnews/article/009/0005541261,혐오,0.9976041913032532
체감반응,2025-08-13,"코스타밸리모나용평-모노리스, 포항코스타밸리 내 9.81파크 도입 위한 업무협약 체결",https://n.news.naver.com/mnews/article/243/0000083042,중립,0.999972939491272
체감반응,2025-08-13,공시가 현실화율 올리나 연구용역 착수한 국토부,https://n.news.naver.com/mnews/article/009/0005541245,중립,0.999944806098938
체감반응,2025-08-13,"중대재해법 시행 후 산재 더 늘었다… ""안전 투자 확대해야""",https://n.news.naver.com/mnews/article/417/0001095351,중립,0.9997597336769104
체감반응,2025-08-13,"롯데건설, 상반기 영업익 409억원… 전년 比 63.2%↓",https://n.news.naver.com/mnews/article/366/0001100199,슬픔,0.6716333031654358
체감반응,2025-08-13,"정부, 공적주택 확대…공공임대 비율 2030년까지 10%로 올린다",https://n.news.naver.com/mnews/article/366/0001100197,중립,0.9999653100967407
체감반응,2025-08-13,고도정수시설에 1조3000억 투자… 수돗물 불안 없앤다,https://n.news.naver.com/mnews/article/014/0005391388,중립,0.9999581575393677
체감반응,2025-08-13,우미건설 '원주역 우미린 더 스텔라' 18일 청약 시작,https://n.news.naver.com/mnews/article/014/0005391386,중립,0.9998769760131836
체감반응,2025-08-13,'발등의 불' 공급난… 방치된 지산용지로 5만가구 해결 가능 [부동산 아토즈],https://n.news.naver.com/mnews/article/014/0005391384,중립,0.9999507665634155
체감반응,2025-08-13,"롯데건설, 당기순이익 50% 증가…""경영 효율화 전략 가시화""",https://n.news.naver.com/mnews/article/011/0004520801,중립,0.9993125200271606
체감반응,2025-08-13,"서울시 '미리내집', 현금부자 신혼부부만 웃는다?",https://n.news.naver.com/mnews/article/374/0000457475,혐오,0.9132974743843079
체감반응,2025-08-13,“대학가 월세? 이게 무슨 일이야”…가장 많이 떨어진 대학가는 ‘이곳’,https://n.news.naver.com/mnews/article/011/0004520784,놀람,0.9999006986618042
체감반응,2025-08-13,5년간 공적주택 ‘110만호’ 공급…공공임대 비율 2030년 10%로,https://n.news.naver.com/mnews/article/032/0003389374,중립,0.9999698400497437
체감반응,2025-08-13,"검암역세권 개발, 유물 발굴 절차 마무리… 내년 첫 주거단지 착공",https://n.news.naver.com/mnews/article/020/0003654092,중립,0.9999587535858154
체감반응,2025-08-13,주택공급·SOC 차질 불보듯 서민 건설 일자리에 직격탄,https://n.news.naver.com/mnews/article/009/0005541178,슬픔,0.997732400894165
체감반응,2025-08-13,"""지산 정상화하려면 입주 업종 확대해야""",https://n.news.naver.com/mnews/article/015/0005170599,중립,0.9999629259109497
체감반응,2025-08-13,"잠실운동장 일대, 마이스 복합공간 조성 본격화…내년 첫삽",https://n.news.naver.com/mnews/article/015/0005170597,중립,0.9999587535858154
체감반응,2025-08-13,"롯데건설, 상반기 당기순이익 292억…전년 동기比 50% 증가",https://n.news.naver.com/mnews/article/016/0002514129,놀람,0.9056234359741211
체감반응,2025-08-13,매출 80% 사라질 위기…'지주택 왕국' 서희건설 무너지나,https://n.news.naver.com/mnews/article/215/0001219992,공포,0.9993804693222046
체감반응,2025-08-13,1조원대 속초 영랑호 관광단지 조성 본격화…지역사회 우려도,https://n.news.naver.com/mnews/article/001/0015565252,공포,0.9999667406082153
체감반응,2025-08-13,집값 누르고 세수도 확보…아리팍 보유세 2841만 → 4160만원,https://n.news.naver.com/mnews/article/011/0004520753,중립,0.9999755620956421
체감반응,2025-08-13,LH-성북구 6000가구 규모 재정비 협력체계 맞손,https://n.news.naver.com/mnews/article/015/0005170583,중립,0.9999697208404541
체감반응,2025-08-13,정부 '산재와의 전쟁' 돌입…처벌·제재 강화해 OECD 평균 맞춘다,https://n.news.naver.com/mnews/article/003/0013420927,중립,0.9999661445617676
체감반응,2025-08-13,"서리풀·3기 신도시 등 고밀개발…""인허가 기간 줄여 정비사업 속도"" [집슐랭]",https://n.news.naver.com/article/011/0004520747,중립,0.9999716281890869
체감반응,2025-08-13,"이은형 건정연 연구위원, 코레일 사업개발위원회 연임",https://n.news.naver.com/article/243/0000083028,중립,0.9999693632125854
체감반응,2025-08-13,"롯데건설, 체질개선 노력 성과…당기 순이익 50% 증가",https://n.news.naver.com/article/015/0005170571,행복,0.9994757771492004
체감반응,2025-08-13,"LX공간정보연구원, KCI등재학술지 ‘지적과 국토정보’ 논문 모집",https://n.news.naver.com/article/119/0002990873,중립,0.9999707937240601
체감반응,2025-08-13,[단독] 공시가 상향 추진…내년 보유세 는다[집슐랭],https://n.news.naver.com/article/011/0004520726,중립,0.9999443292617798
체감반응,2025-08-13,공적주택 확대 앞세운 李정부 국정과제…부동산 '로키' 유지,https://n.news.naver.com/article/001/0015565184,혐오,0.9998865127563477
체감반응,2025-08-13,3기 신도시 사전청약 당첨자 절반은 '포기',https://n.news.naver.com/article/015/0005170525,슬픔,0.9575833082199097
체감반응,2025-08-13,6·27대책 비껴가고 반도체 호황…'미분양 무덤' 평택 다시 들썩,https://n.news.naver.com/article/011/0004520715,중립,0.8842580914497375
체감반응,2025-08-13,"남양주 진주, 경매위기 딛고 사업재개",https://n.news.naver.com/article/015/0005170522,중립,0.9995063543319702
체감반응,2025-08-13,영등포 높이 제한 푼다…정비사업 속도 내는 서울시,https://n.news.naver.com/article/015/0005170521,중립,0.998063862323761
체감반응,2025-08-13,'브랜드 대단지'의 힘…청약 경쟁률 2배 높아,https://n.news.naver.com/article/015/0005170519,놀람,0.9999078512191772
체감반응,2025-08-13,'춘천 레이크시티 2차' 218가구 분양,https://n.news.naver.com/article/015/0005170518,중립,0.9999490976333618
체감반응,2025-08-13,대출 규제 피하고 희소성에…지방 초고가 주택 청약 열기[집슐랭],https://n.news.naver.com/article/011/0004520714,중립,0.499054491519928
체감반응,2025-08-13,"""행정수도 한걸음 더""…대통령 세종집무실·의사당 건립 공식 착수",https://n.news.naver.com/article/421/0008427363,중립,0.9999383687973022
체감반응,2025-08-13,'미분양 늪' 부산서 349대1 청약,https://n.news.naver.com/article/009/0005541123,슬픔,0.8670591115951538
체감반응,2025-08-13,"상반기 아파트 입주에 힘입어…롯데건설, 순이익 등 실적개선",https://n.news.naver.com/article/015/0005170516,중립,0.99898761510849
체감반응,2025-08-13,잠실 스포츠·마이스단지 내년 착공,https://n.news.naver.com/article/009/0005541122,중립,0.9999680519104004
체감반응,2025-08-13,강남3구 매수자 10명 중 7명이 '갈아타기',https://n.news.naver.com/article/009/0005541120,중립,0.9985686540603638
체감반응,2025-08-13,"용인·울산 부동산 시장, 대형 산업시설 투자가 떠받친다",https://n.news.naver.com/article/029/0002975339,중립,0.9996342658996582
체감반응,2025-08-13,"우미건설, 삼성물산 '홈닉' 도입 전략적 파트너십 체결",https://n.news.naver.com/article/003/0013420870,중립,0.9999706745147705
체감반응,2025-08-13,오늘부터 인천-애틀랜타 '짐 없는 환승'…최소 20분 단축,https://n.news.naver.com/article/015/0005170501,중립,0.9999661445617676
체감반응,2025-08-13,"이재명 정부 부동산 정책, '공급 확대'만 강조…구체성은 부족",https://n.news.naver.com/article/421/0008427342,혐오,0.9598865509033203
체감반응,2025-08-13,"대한건설협회, 건설현장 중대재해 근절 실무교육 실시",https://n.news.naver.com/article/119/0002990861,중립,0.9999572038650513
체감반응,2025-08-13,"코레일, 안전보건공단과 ‘안전한 일터 만들기’ 맞손",https://n.news.naver.com/article/119/0002990859,중립,0.9999178647994995
체감반응,2025-08-13,‘창동·상계·강남·잠실’ 도시정비형 재개발 확대된다,https://n.news.naver.com/article/366/0001100153,중립,0.9999731779098511
체감반응,2025-08-13,"빌라·오피스텔 '미리내집' 입주자 모집…오세훈 ""일반주택형 공급 확대""(종합)",https://n.news.naver.com/article/277/0005636968,중립,0.9999691247940063
체감반응,2025-08-13,"대한건설협회, '중대재해 근절' 특별교육 실시",https://n.news.naver.com/article/003/0013420812,중립,0.9999246597290039
체감반응,2025-08-13,"“더 이상의 씽크홀 없도록” 서울시, 30년 이상 하수관 전수조사한다",https://n.news.naver.com/article/016/0002514100,혐오,0.5590112805366516
체감반응,2025-08-13,[교통시대]송파 탄천변 동측도로 지하화 '첫삽',https://n.news.naver.com/article/648/0000038824,중립,0.999945878982544
체감반응,2025-08-13,살아보고 결정하는 집…'민간임대 아파트' 실수요층에 인기,https://n.news.naver.com/article/015/0005170454,중립,0.9999710321426392
체감반응,2025-08-13,"‘포항제철’ 침수피해 형산강, 8000억 국비 들여 ‘하천정비사업’ 나선다",https://n.news.naver.com/article/366/0001100140,중립,0.9998144507408142
체감반응,2025-08-13,하반기 집값 더 오른다…내 집 마련 원하는 실수요자가 볼 단지는,https://n.news.naver.com/article/015/0005170451,슬픔,0.9988899827003479
체감반응,2025-08-13,신혼부부 '보증금 절반' 오피스텔 입주…미리내집 확대(종합),https://n.news.naver.com/article/421/0008427208,중립,0.9998838901519775
체감반응,2025-08-13,초중고 원스톱 교육환경 갖춘 ‘용인 고진역 대광로제비앙’ 이달 분양,https://n.news.naver.com/article/015/0005170448,행복,0.998892605304718
체감반응,2025-08-13,"""처벌보다 예방""… 건설업계, 산재 규제 패러다임 전환 촉구",https://n.news.naver.com/article/417/0001095311,중립,0.9999290704727173
체감반응,2025-08-13,7월 민간 아파트 분양 1만4천여가구 '역대 최대',https://n.news.naver.com/article/088/0000964352,놀람,0.9998363256454468
체감반응,2025-08-13,의정부 구도심 재건 본격 시동,https://n.news.naver.com/article/009/0005541075,중립,0.9999597072601318
체감반응,2025-08-13,與 “3기 신도시 빠른 공급에 중점…조만간 공급대책 발표”,https://n.news.naver.com/article/029/0002975286,중립,0.9999644756317139
체감반응,2025-08-13,"HUG, 11개 민관 기관·단체와 쪽방촌 긴급 지원",https://n.news.naver.com/article/014/0005391267,분노,0.9492422938346863
체감반응,2025-08-13,이재명정부 초대 LH 사장 다음달 윤곽… GH 전직 사장들 부상,https://n.news.naver.com/article/417/0001095299,중립,0.9999606609344482
체감반응,2025-08-13,국유지·노후 공공청사로 공공주택을?…공급효과 ‘물음표’,https://n.news.naver.com/article/119/0002990797,중립,0.9999738931655884
체감반응,2025-08-13,"강희업 2차관, 부전마산 복선전철 현장 점검",https://n.news.naver.com/article/014/0005391255,중립,0.9999649524688721
체감반응,2025-08-13,"HDC랩스, ‘인천검단 한신더휴 어반파크’로 민간임대주택 주거서비스 최우수 인증 획득",https://n.news.naver.com/article/215/0001219964,중립,0.996892511844635
체감반응,2025-08-13,"영등포·강남 '높이 제한' 푼다…서울시, 주택공급 속도전 재강조",https://n.news.naver.com/article/015/0005170422,중립,0.9999583959579468
체감반응,2025-08-13,‘산재 포비아’에 멈춘 현장...공급 차질 비용 상승 우려,https://n.news.naver.com/article/029/0002975266,중립,0.6200875043869019
체감반응,2025-08-13,"프로젝트 리츠, 리모델링 투자도 가능해진다",https://n.news.naver.com/article/011/0004520675,중립,0.9999626874923706
체감반응,2025-08-13,"서울시, 고품질 비아파트 '미리내집'으로 주택공급 늘린다",https://n.news.naver.com/article/008/0005235598,중립,0.9999629259109497
체감반응,2025-08-13,"""과천서 첫 하이엔드 브랜드""… 현대건설, ‘디에이치 아델스타’ 분양 [집슐랭]",https://n.news.naver.com/article/011/0004520671,중립,0.9996911287307739
체감반응,2025-08-13,신혼부부 '미리내집' 비아파트형 신규 공급…문정동 등 149호,https://n.news.naver.com/article/374/0000457432,중립,0.9997660517692566
체감반응,2025-08-13,'비아파트도 미리내집' 신혼부부 부담덜고 편리성은 높였다,https://n.news.naver.com/article/018/0006089014,행복,0.9999563694000244
체감반응,2025-08-13,“하반기 주택시장 활기 전망”…신규 공급 단지는?,https://n.news.naver.com/article/018/0006089006,중립,0.9999516010284424
체감반응,2025-08-13,"우미건설, 삼성물산 아파트 서비스 플랫폼 ‘홈닉’ 도입",https://n.news.naver.com/article/366/0001100099,중립,0.9999713897705078
체감반응,2025-08-13,영등포 도시정비형 재개발사업지 건물 높이 제한 폐지한다,https://n.news.naver.com/article/032/0003389309,중립,0.9999644756317139
체감반응,2025-08-13,GTX 전국화 다시 시동…'광역 교통망 강화로 균형성장',https://n.news.naver.com/article/421/0008426957,중립,0.9999750852584839
체감반응,2025-08-13,리츠 108조원 사상 최대인데…이재명 정부 세제개편서 '찬밥 신세',https://n.news.naver.com/article/277/0005636876,놀람,0.9995935559272766
체감반응,2025-08-13,"HUG, 11개 민간기관·단체와 쪽방촌 긴급 지원",https://n.news.naver.com/article/119/0002990758,중립,0.9223803877830505
체감반응,2025-08-13,'6억원 이상 주담대 대출금지' 효과 컸다… 7월 금융권 가계대출 크게 둔화,https://n.news.naver.com/article/138/0002202687,중립,0.9999581575393677
체감반응,2025-08-13,"서울시, 탄천변 동측도로 착공…2029년 상반기 개통, 교통난 해소",https://n.news.naver.com/article/008/0005235561,중립,0.9999629259109497
체감반응,2025-08-13,정비사업 공사비 갈등 줄어들까…입찰 단계부터 변동기준 명시,https://n.news.naver.com/article/003/0013420435,중립,0.9999688863754272
체감반응,2025-08-13,"""공급대책 곧 나온다…3기 신도시 '속도전'에 중점""",https://n.news.naver.com/article/015/0005170378,중립,0.9999722242355347
체감반응,2025-08-13,신혼부부 '미리내집' 비아파트형 신규 공급…문정동 등 149호(종합),https://n.news.naver.com/article/001/0015564700,중립,0.999909520149231
체감반응,2025-08-13,아파트 입주 전망지수 대폭 하락...‘6·27 대출 규제’ 영향,https://n.news.naver.com/article/023/0003922882,중립,0.9997909665107727
체감반응,2025-08-13,공사비 분쟁 급등에…재건축 사업 입찰 단계부터 ‘공사비 변동 기준’ 세운다,https://n.news.naver.com/article/366/0001100077,중립,0.9985285997390747
체감반응,2025-08-13,예타 기준 26년 만에 손질…대상 사업 '500억→1000억'으로 상향,https://n.news.naver.com/article/421/0008426812,중립,0.9999639987945557
체감반응,2025-08-13,"HUG, 부산 지역 쪽방촌 ‘여름나기’ 긴급 지원",https://n.news.naver.com/article/018/0006088932,중립,0.9991139769554138
체감반응,2025-08-13,목동·성수에 공공주택 더 짓는다…공급 3.5만호로 확대,https://n.news.naver.com/article/243/0000083015,중립,0.9999696016311646
체감반응,2025-08-13,"미리내집 오피스텔로 확대…오세훈 ""신혼부부 주거 문제 해결""",https://n.news.naver.com/article/215/0001219954,중립,0.9999756813049316
체감반응,2025-08-13,논란의 핵심은 ‘월세내는 건물주!’…구성환이 자초한 ‘두루뭉술’ 서민 코스프레,https://n.news.naver.com/article/468/0001169417,혐오,0.9999306201934814
체감반응,2025-08-13,"금융위 ""고가주택 신고가 거래 후 취소 등 교란행위 집중 점검""",https://n.news.naver.com/article/001/0015564520,중립,0.9997321963310242
체감반응,2025-08-13,상반기 부동산 허위 매물 1만1339건…‘최다’는 서울 이동네라는데,https://n.news.naver.com/article/009/0005540934,혐오,0.8769580721855164
체감반응,2025-08-13,"강희업 국토부 2차관, 부전마산 복선전철 현장 점검",https://n.news.naver.com/article/003/0013420236,중립,0.9999593496322632
체감반응,2025-08-14,강릉·경주에 '세컨드홈' 사도 1주택자 세제 혜택,https://n.news.naver.com/mnews/article/422/0000770840,중립,0.9999685287475586
체감반응,2025-08-14,서울 아파트값 상승폭 다시 둔화…공급 대책 언제쯤,https://n.news.naver.com/mnews/article/422/0000770839,중립,0.9999520778656006
체감반응,2025-08-14,“전세도 현금부자만 살아남나”…대출 막히자 장기전세 미리내집도 경쟁률도 ‘뚝’,https://n.news.naver.com/mnews/article/009/0005541923,혐오,0.9986668825149536
체감반응,2025-08-14,강릉·경주·익산 등에 집 한 채 더 사도 ‘1가구 1주택’ 세제 혜택,https://n.news.naver.com/mnews/article/032/0003389715,중립,0.9999635219573975
체감반응,2025-08-14,강릉·동해·속초·인제 '세컨드홈' 사도 1주택 세제 혜택,https://n.news.naver.com/mnews/article/087/0001136035,중립,0.9999711513519287
체감반응,2025-08-14,“세 부담에 집 두 채 꿈도 못꿨는데”…지방 12억 ‘세컨드홈’ 세금 700만원 깎아준다,https://n.news.naver.com/mnews/article/009/0005541886,중립,0.9994449019432068
체감반응,2025-08-14,"'건설 안전 로드맵' 만든다더니 2년째 무소식…""컨트롤 타워가 없다""",https://n.news.naver.com/mnews/article/469/0000881675,혐오,0.8353366255760193
체감반응,2025-08-14,부산 서면 초역세권 최고 46층…태영 어반센트 데시앙 9월 공급,https://n.news.naver.com/mnews/article/014/0005392027,중립,0.9999514818191528
체감반응,2025-08-14,"'외형·내실 성장' 두산건설, 상반기 당기순익 357억",https://n.news.naver.com/mnews/article/014/0005392026,중립,0.9985412359237671
체감반응,2025-08-14,서울 아파트값 '반짝 반등 끝'… 광진 등 22곳 상승폭 꺾여,https://n.news.naver.com/mnews/article/014/0005392025,중립,0.9977263808250427
체감반응,2025-08-14,"현대건설, 세계 첫 부유식CCS 기술개발 착수",https://n.news.naver.com/mnews/article/014/0005392024,중립,0.999915599822998
체감반응,2025-08-14,1억 더 올랐다고요? 과천주암 사전청약자 한숨,https://n.news.naver.com/mnews/article/014/0005392023,중립,0.733349084854126
체감반응,2025-08-14,모집 주택 89% 전세대출 막히자…잘나가던 '미리내집' 신청 급감,https://n.news.naver.com/mnews/article/014/0005392022,슬픔,0.9799270629882812
체감반응,2025-08-14,서울 집+강릉·속초·경주 등 9곳 ‘세컨드홈’ 사도 1주택 인정,https://n.news.naver.com/mnews/article/243/0000083104,중립,0.9999760389328003
체감반응,2025-08-14,강릉·속초·익산까지…지방 집 한 채 더 사도 세금은 ‘1주택자’,https://n.news.naver.com/mnews/article/009/0005541877,혐오,0.875442385673523
체감반응,2025-08-14,학동참사 책임자 2심 '감형' 대법원 확정에 유가족 ‘개탄’,https://n.news.naver.com/mnews/article/243/0000083103,슬픔,0.9993822574615479
체감반응,2025-08-14,서울 아파트값 상승폭 다시 줄었다….6·27 대책 영향 지속,https://n.news.naver.com/mnews/article/629/0000417029,중립,0.9998216032981873
체감반응,2025-08-14,강릉·속초까지 '세컨드홈' 감세,https://n.news.naver.com/mnews/article/009/0005541861,중립,0.9999538660049438
체감반응,2025-08-14,8월 셋째 주 전국 6개 단지 4378가구 분양… ‘서면써밋더뉴’ 등,https://n.news.naver.com/mnews/article/366/0001100530,중립,0.999038815498352
체감반응,2025-08-14,지방 12억 세컨드홈 구입때 재산·종부세 700만원 깎아준다,https://n.news.naver.com/mnews/article/009/0005541801,중립,0.9999752044677734
체감반응,2025-08-14,16년째 묶인 레미콘 트럭…이번엔 늘어날까,https://n.news.naver.com/mnews/article/009/0005541787,중립,0.9999150037765503
체감반응,2025-08-14,서울 아파트값 0.14% 상승… “6·27대책 효과 주효해 상승폭 둔화”,https://n.news.naver.com/mnews/article/366/0001100528,중립,0.9999488592147827
체감반응,2025-08-14,강릉·통영도 '세컨드홈' 적용…인구감소지역 80곳은 稅혜택 확대,https://n.news.naver.com/mnews/article/011/0004521224,중립,0.9999674558639526
체감반응,2025-08-14,"정부, 지방 건설경기 회복 지원…건설업계 “시의적절한 대책, 시장 정상화 마중물”",https://n.news.naver.com/mnews/article/119/0002991354,중립,0.9999638795852661
체감반응,2025-08-14,"문장건설, 5년 연속 A- 등급 획득! 신용평가기관이 증명한 ‘대한민국 대표 건설사’ 위상",https://n.news.naver.com/mnews/article/029/0002975481,슬픔,0.8529613018035889
체감반응,2025-08-14,경주·강릉에 '세컨드홈' 구입해도 1주택,https://n.news.naver.com/mnews/article/015/0005171052,중립,0.9999750852584839
체감반응,2025-08-14,강릉·속초·통영 해변가 별장 사도 '1주택' 혜택 준다,https://n.news.naver.com/mnews/article/215/0001220144,중립,0.9999692440032959
체감반응,2025-08-14,"​차원이 다른 국내 최대 330m 초대형 문주 완공, 아파트 뛰어넘는 DK아시아 ‘신검단 로열파크씨티Ⅱ’",https://n.news.naver.com/mnews/article/032/0003389656,행복,0.80558180809021
