감정,기사제목,시기,날짜,수치,url,정부,카테고리,정책
중립,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",초기 반응,2026-01-06,0.798,https://news.example.com/article/1361,이재명,대출 및 금융 규제,9·7
놀람,"전문가 ""부동산 세제 개편, 시장에 미치는 영향은""",시행일,2024-11-24,0.766,https://news.example.com/article/1362,윤석열,부동산 세제 개편,8·13
중립,"박근혜 정부, 시장 안정 대책 발표",체감 반응,2024-05-10,0.696,https://news.example.com/article/1363,박근혜,시장 안정 대책,6·27
놀람,"윤석열 정부, 주택 공급 대책 발표",시행일,2026-06-23,0.63,https://news.example.com/article/1364,윤석열,주택 공급 대책,6·27
중립,부동산 세제 개편 이후 영등포구 집값 하락,시행일,2025-05-17,0.61,https://news.example.com/article/1365,윤석열,부동산 세제 개편,8·13
행복,"문재인 정부, 주택 공급 대책 발표",체감 반응,2024-09-10,0.765,https://news.example.com/article/1366,문재인,주택 공급 대책,9·7
공포,"윤석열 정부, 주택 공급 대책 발표",체감 반응,2026-03-31,0.781,https://news.example.com/article/1367,윤석열,주택 공급 대책,10·15
놀람,관악구 주민들 대출 및 금융 규제에 엇갈린 반응,시행일,2026-06-25,0.719,https://news.example.com/article/1368,이재명,대출 및 금융 규제,8·13
슬픔,"국토부 ""부동산 세제 개편 효과 지켜봐야""",초기 반응,2025-03-15,0.591,https://news.example.com/article/1369,문재인,부동산 세제 개편,6·27
슬픔,대출 및 금융 규제 이후 도봉구 집값 상승,시행 전,2025-12-24,0.696,https://news.example.com/article/1370,박근혜,대출 및 금융 규제,8·13
중립,"국토부 ""주택 공급 대책 효과 지켜봐야""",시행일,2024-10-13,0.62,https://news.example.com/article/1371,문재인,주택 공급 대책,8·13
중립,관악구 주민들 시장 안정 대책에 엇갈린 반응,시행 전,2026-04-01,0.775,https://news.example.com/article/1372,이재명,시장 안정 대책,10·15
분노,대출 및 금융 규제 이후 종로구 집값 하락,시행일,2025-01-17,0.565,https://news.example.com/article/1373,이재명,대출 및 금융 규제,9·7
공포,주택 공급 대책 이후 용산구 집값 하락,시행 전,2025-08-03,0.965,https://news.example.com/article/1374,윤석열,주택 공급 대책,6·27
슬픔,"국토부 ""시장 안정 대책 효과 지켜봐야""",시행일,2025-06-06,0.794,https://news.example.com/article/1375,이재명,시장 안정 대책,6·27
슬픔,"국토부 ""시장 안정 대책 효과 지켜봐야""",시행 전,2024-12-04,0.808,https://news.example.com/article/1376,윤석열,시장 안정 대책,8·13
행복,"윤석열 정부, 주택 공급 대책 발표",초기 반응,2024-06-05,0.536,https://news.example.com/article/1377,윤석열,주택 공급 대책,6·27
놀람,주택 공급 대책 이후 도봉구 집값 하락,시행 전,2025-05-24,0.997,https://news.example.com/article/1378,이재명,주택 공급 대책,8·13
중립,"박근혜 정부, 대출 및 금융 규제 발표",체감 반응,2024-08-21,0.931,https://news.example.com/article/1379,박근혜,대출 및 금융 규제,8·13
슬픔,부동산 세제 개편 이후 광진구 집값 보합,시행 전,2026-05-31,0.805,https://news.example.com/article/1380,이재명,부동산 세제 개편,10·15
슬픔,"문재인 정부, 부동산 세제 개편 발표",시행 전,2025-09-20,0.979,https://news.example.com/article/1381,문재인,부동산 세제 개편,6·27
분노,부동산 세제 개편 이후 중구 집값 상승,체감 반응,2025-03-23,0.855,https://news.example.com/article/1382,이재명,부동산 세제 개편,8·13
중립,"국토부 ""부동산 세제 개편 효과 지켜봐야""",체감 반응,2024-07-12,0.94,https://news.example.com/article/1383,이재명,부동산 세제 개편,9·7
공포,시장 안정 대책 이후 광진구 집값 상승,체감 반응,2025-03-26,0.983,https://news.example.com/article/1384,박근혜,시장 안정 대책,9·7
분노,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",초기 반응,2025-06-04,0.903,https://news.example.com/article/1385,문재인,대출 및 금융 규제,6·27
중립,대출 및 금융 규제 이후 도봉구 집값 하락,시행일,2026-03-15,0.581,https://news.example.com/article/1386,이재명,대출 및 금융 규제,10·15
공포,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",체감 반응,2025-10-06,0.953,https://news.example.com/article/1387,이재명,대출 및 금융 규제,6·27
공포,서초구 주민들 부동산 세제 개편에 엇갈린 반응,시행 전,2025-07-04,0.611,https://news.example.com/article/1388,윤석열,부동산 세제 개편,8·13
중립,영등포구 주민들 시장 안정 대책에 엇갈린 반응,시행 전,2024-08-17,0.835,https://news.example.com/article/1389,이재명,시장 안정 대책,8·13
분노,종로구 주민들 부동산 세제 개편에 엇갈린 반응,시행일,2025-06-22,0.969,https://news.example.com/article/1390,이재명,부동산 세제 개편,9·7
슬픔,중랑구 주민들 주택 공급 대책에 엇갈린 반응,시행 전,2025-02-04,0.877,https://news.example.com/article/1391,문재인,주택 공급 대책,10·15
공포,용산구 주민들 시장 안정 대책에 엇갈린 반응,초기 반응,2024-09-21,0.797,https://news.example.com/article/1392,이재명,시장 안정 대책,8·13
공포,주택 공급 대책 이후 중랑구 집값 하락,체감 반응,2025-04-01,0.698,https://news.example.com/article/1393,이재명,주택 공급 대책,10·15
행복,"윤석열 정부, 부동산 세제 개편 발표",시행일,2026-01-28,0.961,https://news.example.com/article/1394,윤석열,부동산 세제 개편,8·13
혐오,"전문가 ""주택 공급 대책, 시장에 미치는 영향은""",시행일,2025-11-16,0.994,https://news.example.com/article/1395,문재인,주택 공급 대책,10·15
중립,대출 및 금융 규제 이후 영등포구 집값 보합,시행일,2024-06-26,0.655,https://news.example.com/article/1396,박근혜,대출 및 금융 규제,9·7
공포,강북구 주민들 시장 안정 대책에 엇갈린 반응,시행일,2026-06-17,0.84,https://news.example.com/article/1397,윤석열,시장 안정 대책,10·15
분노,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",시행 전,2024-09-24,0.755,https://news.example.com/article/1398,문재인,대출 및 금융 규제,6·27
공포,"국토부 ""시장 안정 대책 효과 지켜봐야""",시행 전,2024-08-31,0.623,https://news.example.com/article/1399,박근혜,시장 안정 대책,6·27
